can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
True,True,75.0,75.0,560552,0,0,0,0,0,3,0.2,0.2,0,Kevin,0.3,731,False,Shoulder injury - 75% chance of playing,2025-09-24T06:30:08.624024Z,60,560552.jpg,0.5,False,Santos Lopes de Macedo,0.1,False,,d,10,54,1,19008,46,8273,226,0.0,0.2,Kevin,30.0,2025-09-01,2003-01-04,False,p560552,37,0,0,0,0,0,0,0,1,0,0,0,8,13.6,19.8,7.0,4.0,1,2,0,3,0,0.01,0.07,0.08,0.20,315,147,210,132,276,151,315,157,,,,,,,0.02,0.0,0.17,0.19,0.49,0.0,93,62,342,168,412,199,482,163,0.0,0.0,7.3
True,True,,,631786,0,0,0,0,0,4,0.0,0.0,0,Jonah,0.0,737,False,,,45,631786.jpg,0.0,False,Kusi-Asare,0.0,False,,a,10,54,0,4809,97,1634,49,0.0,0.0,Kusi-Asare,206.0,2025-09-01,2007-07-04,False,p631786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,646,66,640,66,614,63,647,66,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,501,67,636,63,654,67,599,74,0.0,0.0,0.0
True,True,,,437495,0,0,-1,1,0,1,-0.5,-0.5,0,Illan,0.0,339,False,,,44,437495.jpg,0.0,False,Meslier,0.5,False,,a,11,2,0,5872,43,37493,225,0.0,0.0,Meslier,73.0,2020-07-27,2000-03-02,False,p437495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,537,78,522,62,489,55,539,78,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,541,33,522,77,546,78,246,33,0.0,0.0,0.0
True,True,,,97846,0,0,0,0,0,1,-0.5,-0.5,0,Alex,0.0,340,False,,,40,97846.jpg,0.0,False,Cairns,0.2,False,,a,11,2,0,3166,26,6051,41,0.0,0.0,Cairns,241.0,2024-07-08,1993-01-04,False,p97846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,440,37,421,20,382,13,442,37,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,616,48,420,36,450,37,381,58,0.0,0.0,0.0
True,True,,,59735,0,0,0,0,0,1,1.5,1.5,2,Karl,2.0,341,False,,,40,59735.jpg,2.7,False,Darlow,2.5,False,,a,11,2,8,57956,814,99949,575,0.5,2.0,Darlow,244.0,2023-07-29,1990-10-08,False,p59735,270,0,0,0,4,0,0,0,0,0,11,0,49,58.6,0.0,0.0,5.9,4,38,0,0,3,0.00,0.00,0.00,3.59,141,18,414,13,375,6,271,18,,,,,,,0.0,3.67,0.0,0.0,1.2,1.33,609,41,156,13,183,19,118,15,1.0,0.0,0.0
True,True,100.0,100.0,226182,0,0,0,0,0,2,3.3,3.3,3,Jayden,3.8,342,False,,2025-09-20T23:30:06.793765Z,45,226182.jpg,3.3,False,Bogle,0.2,False,,a,11,2,20,6922,102,8933,57,0.8,4.4,Bogle,241.0,2024-07-20,2000-07-27,False,p226182,524,0,1,2,8,0,0,0,2,0,0,0,61,53.4,16.9,29.0,9.9,25,32,16,41,6,0.14,0.08,0.22,6.42,159,68,232,73,145,28,192,66,,,,,,,0.02,0.0,0.01,0.03,1.1,1.37,414,85,60,22,122,48,375,136,1.03,0.34,7.04
True,True,,,222694,0,0,0,0,0,2,3.3,3.3,3,Pascal,3.8,343,False,,,45,222694.jpg,3.8,False,Struijk,0.4,False,,a,11,2,23,20217,185,20973,172,0.8,5.1,Struijk,152.0,2018-04-12,1999-08-11,False,p222694,540,0,0,2,9,0,0,0,0,0,0,2,86,98.6,14.3,26.0,14.0,48,18,4,52,6,0.34,0.05,0.39,7.48,67,30,246,80,159,36,128,42,,,,,3.0,,0.06,0.0,0.01,0.07,1.25,1.5,412,83,59,21,94,40,276,101,1.0,0.33,8.67
True,True,100.0,100.0,434752,0,0,-1,1,0,2,-0.5,-0.5,0,Jaka,0.0,344,False,,2025-07-21T10:00:04.901206Z,39,434752.jpg,0.0,False,Bijol,0.1,False,,a,11,2,0,5777,77,11411,120,0.0,0.0,Bijol,195.0,2025-06-23,1999-02-05,False,p434752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,411,150,389,145,349,126,413,150,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,719,225,390,138,421,148,424,162,0.0,0.0,0.0
True,True,100.0,100.0,437738,0,0,-1,1,0,2,-0.5,-0.5,0,Sebastiaan,0.0,345,False,,2025-08-10T23:00:06.493026Z,39,437738.jpg,0.0,False,Bornauw,0.1,False,,a,11,2,0,3413,27,3621,33,0.0,0.0,Bornauw,21.0,2025-07-01,1999-03-22,False,p437738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,412,151,390,146,350,127,414,151,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,720,226,391,139,422,149,505,186,0.0,0.0,0.0
True,True,,,113564,0,0,-1,1,0,2,-0.5,-0.5,0,Sam,0.0,346,False,,,39,113564.jpg,1.0,False,Byram,0.3,False,,a,11,2,1,14160,376,12993,133,0.0,0.3,Byram,241.0,2023-08-05,1993-09-16,False,p113564,7,0,0,0,1,0,0,0,0,0,0,0,-2,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.79,404,144,382,139,342,120,406,144,,,,,,,0.0,0.0,0.0,0.0,10.16,12.86,712,219,383,132,321,108,322,114,0.0,0.0,0.0
True,True,100.0,100.0,243526,0,0,0,0,0,2,3.0,3.0,1,Gabriel,3.5,347,False,,2025-08-31T01:00:08.219642Z,40,243526.jpg,3.7,False,Gudmundsson,5.8,False,,a,11,2,22,542765,2889,191818,1691,0.9,5.5,Gudmundsson,206.0,2025-07-08,1999-04-29,False,p243526,529,0,0,2,9,1,0,0,1,0,0,6,61,83.6,74.1,27.0,18.5,29,20,12,41,6,0.17,0.36,0.53,7.45,94,43,58,11,155,33,76,19,,,,,,,0.03,0.0,0.06,0.09,1.27,1.53,642,172,69,25,101,44,65,25,1.02,0.34,6.98
True,True,100.0,100.0,214225,0,0,0,0,1,2,5.0,5.0,9,Joe,5.5,348,False,,2025-09-05T10:00:06.564684Z,40,214225.jpg,5.2,False,Rodon,4.6,False,,a,11,2,31,437253,12420,148292,737,1.4,7.8,Rodon,244.0,2024-07-02,1997-10-22,False,p214225,540,1,0,2,9,0,0,0,0,0,0,2,98,97.8,2.8,4.0,10.5,52,13,5,57,6,0.32,0.01,0.33,7.48,69,31,329,115,298,100,176,59,,,,,,,0.05,0.0,0.0,0.05,1.25,1.5,632,167,14,7,35,17,76,30,1.0,0.33,9.5
True,False,0.0,0.0,492368,0,0,0,0,0,2,0.0,0.0,0,Isaac,0.0,349,False,has joined Werder Bremen on loan for the rest of the season.,2025-09-02T12:00:32.361624Z,40,492368.jpg,0.0,False,Schmidt,0.1,False,,u,11,2,0,788,0,11549,66,0.0,0.0,Schmidt,207.0,2024-08-30,1999-12-07,False,p492368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,483,186,466,184,429,168,485,186,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,672,188,464,176,493,184,473,176,0.0,0.0,0.0
True,True,,,427637,0,0,-1,1,0,3,2.5,2.5,4,Brenden,3.0,350,False,,,54,427637.jpg,2.3,False,Aaronson,0.1,False,,a,11,2,14,2297,68,4797,44,0.6,2.6,Aaronson,229.0,2022-07-01,2000-10-22,False,p427637,329,0,1,1,3,0,0,0,1,0,0,0,67,38.6,45.1,30.0,11.4,6,16,12,34,3,0.75,0.80,1.55,4.11,211,90,105,73,143,88,162,85,,,2.0,,,,0.21,0.0,0.22,0.43,1.12,0.82,186,115,93,38,213,96,568,212,0.82,0.27,9.3
True,True,0.0,0.0,492859,0,0,-2,2,0,3,0.0,0.0,0,Wilfried,0.2,351,False,Calf injury - Unknown return date,2025-09-18T14:30:08.147956Z,53,492859.jpg,1.5,False,Gnonto,0.1,False,,i,11,2,6,5235,4,29849,219,0.0,1.1,Gnonto,106.0,2022-09-01,2003-11-05,False,p492859,191,0,0,1,5,0,0,0,1,0,0,0,27,15.8,21.4,16.0,5.3,2,6,9,17,3,0.18,0.06,0.24,2.49,302,139,199,127,215,123,288,146,,,,,,,0.08,0.0,0.03,0.11,1.17,2.36,222,138,371,179,296,142,428,142,1.41,0.47,8.01
True,True,,,221399,0,0,-2,2,0,3,0.5,0.5,1,Jack,1.0,352,False,,,53,221399.jpg,1.0,False,Harrison,0.1,False,,a,11,2,5,1656,32,10606,56,0.2,0.9,Harrison,241.0,2021-07-02,1996-11-20,False,p221399,107,0,0,0,2,0,0,0,0,0,0,0,25,10.6,7.6,4.0,2.3,3,6,3,12,0,0.07,0.03,0.10,2.08,329,155,297,162,311,164,353,169,3.0,,,,,,0.06,0.0,0.03,0.09,1.75,1.68,215,134,262,125,372,180,526,187,0.0,0.0,10.09
True,True,75.0,75.0,200617,0,0,-2,2,0,3,0.0,0.0,0,Daniel,0.5,353,False,Abdominal injury - 75% chance of playing,2025-09-13T21:30:08.163056Z,53,200617.jpg,1.8,False,James,0.2,False,,d,11,2,7,4560,11,38878,178,0.1,1.3,James,244.0,2021-08-31,1997-11-10,False,p200617,212,0,0,1,4,0,0,0,0,0,0,0,23,11.8,31.1,29.0,7.2,1,7,1,9,3,0.43,0.17,0.60,3.22,323,152,156,105,146,89,245,122,,,,,,,0.18,0.0,0.07,0.25,1.37,1.7,213,133,328,160,272,128,378,125,1.27,0.42,3.82
True,True,100.0,100.0,199598,0,0,-1,1,0,3,1.7,1.7,1,Ethan,2.2,354,False,,2025-08-21T13:57:30.981880Z,49,199598.jpg,3.0,False,Ampadu,0.1,False,,a,11,2,12,4139,77,6942,49,0.4,2.4,Ampadu,244.0,2023-07-19,2000-09-14,False,p199598,347,0,0,1,4,0,0,0,1,0,0,0,53,41.6,12.4,3.0,5.7,14,20,10,44,4,0.02,0.06,0.08,3.87,201,82,259,150,318,168,277,140,,,,,,,0.01,0.0,0.02,0.03,1.0,1.04,318,199,137,56,147,60,531,190,1.04,0.26,11.41
True,False,0.0,0.0,248937,0,0,-1,1,0,3,0.0,0.0,0,Sam,0.0,355,False,has joined Pogon Szczecin permanently.,2025-09-02T12:00:32.393623Z,49,248937.jpg,0.0,False,Greenwood,0.0,False,,u,11,2,0,1234,0,8645,43,0.0,0.0,Greenwood,241.0,2021-01-09,2002-01-26,False,p248937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,667,278,662,279,642,274,668,279,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,339,210,658,275,672,283,580,223,0.0,0.0,0.0
True,True,,,486520,0,0,-1,1,0,3,0.5,0.5,0,Ilia,1.0,356,False,,,49,486520.jpg,1.8,False,Gruev,0.0,False,,a,11,2,7,867,12,2564,13,0.2,1.4,Gruev,34.0,2023-08-31,2000-05-06,False,p486520,193,0,0,1,5,0,0,0,0,0,0,0,40,24.6,8.6,2.0,3.5,6,5,4,15,2,0.00,0.01,0.01,3.64,273,123,290,161,331,175,327,162,2.0,,1.0,,,,0.0,0.0,0.0,0.0,1.7,2.33,355,221,256,119,267,125,600,239,0.93,0.47,6.99
True,False,0.0,0.0,433952,0,0,-1,1,0,3,0.0,0.0,0,Largie,0.0,357,False,has joined Valencia on loan for the rest of the season.,2025-09-02T12:00:32.377624Z,49,433952.jpg,0.0,False,Ramazani,0.0,False,,u,11,2,0,203,0,3723,5,0.0,0.0,Ramazani,21.0,2024-08-22,2001-02-27,False,p433952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,669,280,664,281,644,276,670,281,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,342,212,660,277,674,285,655,276,0.0,0.0,0.0
True,True,100.0,100.0,248056,0,0,-1,1,0,3,0.0,0.0,1,Tanaka,0.5,358,False,,2025-08-24T01:30:06.493361Z,49,248056.jpg,1.5,False,Ao,0.1,False,,a,11,2,6,4835,31,19025,87,0.1,1.2,Tanaka,108.0,2024-08-30,1998-09-10,False,p248056,157,0,0,1,5,0,0,0,0,0,0,0,22,4.2,27.6,9.0,4.1,3,9,1,13,2,0.09,0.03,0.12,3.01,367,175,167,111,258,140,310,154,,,,,,,0.05,0.0,0.02,0.07,1.73,2.87,338,209,323,156,294,141,430,143,1.15,0.57,7.45
True,False,0.0,0.0,536119,0,0,0,0,0,3,0.0,0.0,0,Charlie,0.0,359,False,Has joined Doncaster Rovers on loan for the rest of the season.,2025-08-11T01:12:36.647868Z,45,536119.jpg,0.0,False,Crew,0.0,False,,u,11,2,0,0,0,791,2,0.0,0.0,Crew,244.0,2024-03-28,2006-06-15,False,p536119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,613,243,607,245,582,235,615,244,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,460,270,603,239,623,253,719,314,0.0,0.0,0.0
True,False,0.0,0.0,462635,0,0,0,0,0,3,0.0,0.0,0,Joe,0.0,360,False,Has joined Hull City on loan for the rest of the season.,2025-08-11T11:07:52.207439Z,45,462635.jpg,0.0,False,Gelhardt,0.0,False,,u,11,2,0,0,0,2396,9,0.0,0.0,Gelhardt,241.0,2021-02-07,2002-05-04,False,p462635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,600,231,592,233,566,223,602,232,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,435,256,589,227,609,241,684,292,0.0,0.0,0.0
True,False,0.0,0.0,470294,0,0,0,0,0,3,0.0,0.0,0,Darko,0.0,361,False,has joined Hull City permanently.,2025-09-02T13:38:58.066167Z,45,470294.jpg,0.0,False,Gyabi,0.0,False,,u,11,2,0,1165,0,6397,35,0.0,0.0,Gyabi,241.0,2022-07-04,2004-02-18,False,p470294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,601,232,594,234,568,224,603,233,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,437,257,590,228,610,242,592,233,0.0,0.0,0.0
True,True,100.0,100.0,235826,0,0,-3,3,0,4,-0.5,-0.5,0,Joël,0.0,362,False,,2025-09-11T17:30:06.758854Z,52,235826.jpg,1.5,False,Piroe,0.6,False,,a,11,2,3,19130,163,169160,705,0.0,0.6,Piroe,152.0,2023-08-24,1999-08-02,False,p235826,134,0,0,1,4,0,0,0,0,0,0,0,7,2.0,6.9,44.0,5.3,0,5,0,5,2,0.28,0.04,0.32,2.13,386,39,304,33,92,25,287,28,,,3.0,,2.0,,0.19,0.0,0.03,0.22,1.43,2.69,233,49,693,71,295,28,229,38,1.34,0.67,3.36
True,False,0.0,0.0,106617,0,0,-1,1,0,4,0.0,0.0,0,Patrick,0.0,363,False,has departed the club as a free agent.,2025-09-02T12:00:32.408955Z,49,106617.jpg,0.0,False,Bamford,0.6,False,,u,11,2,0,16144,0,174118,762,0.0,0.0,Bamford,241.0,2018-07-31,1993-09-05,False,p106617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,655,67,649,67,625,64,656,67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,306,54,645,64,661,68,227,37,0.0,0.0,0.0
True,False,0.0,0.0,565297,0,0,0,0,0,4,0.0,0.0,0,Mateo,0.0,364,False,Has joined RCD Mallorca on loan for the rest of the season.,2025-08-11T11:07:32.622877Z,50,565297.jpg,0.0,False,Joseph Fernández-Regatillo,0.0,False,,u,11,2,0,0,0,2175,9,0.0,0.0,Mateo Joseph,200.0,2022-11-04,2003-10-19,False,p565297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,696,72,697,73,682,70,697,72,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,298,53,687,70,699,73,682,80,0.0,0.0,0.0
True,True,100.0,100.0,174594,0,0,0,0,0,4,0.7,0.7,1,Lukas,1.2,365,False,,2025-09-11T17:30:06.775545Z,50,174594.jpg,1.8,False,Nmecha,0.8,False,,a,11,2,11,97248,666,74076,1014,0.2,2.2,Nmecha,80.0,2025-07-01,1998-12-14,False,p174594,136,1,0,1,3,0,0,0,0,0,0,0,38,45.6,8.1,33.0,8.6,7,6,0,13,1,0.95,0.03,0.98,2.78,182,16,293,30,130,27,214,22,,,,,1.0,,0.63,0.0,0.02,0.65,1.84,1.99,254,50,233,23,270,26,192,31,0.66,0.66,8.6
True,True,,,180135,0,0,-1,1,1,3,4.7,4.7,12,Sean,5.2,493,False,,,49,180135.jpg,3.8,False,Longstaff,0.2,False,,a,11,2,23,14804,2409,13260,136,1.1,4.7,Longstaff,241.0,2025-07-18,1997-10-30,False,p180135,385,1,1,1,5,0,0,0,0,0,0,0,114,42.6,19.0,12.0,7.4,11,17,19,47,4,0.25,0.28,0.53,4.81,191,78,216,134,237,131,242,119,,,,,,,0.06,0.0,0.07,0.13,1.12,1.17,316,197,20,8,96,37,361,123,0.94,0.23,10.99
True,True,,,466525,0,0,0,0,1,3,4.7,4.7,2,Anton,5.2,660,False,,,50,466525.jpg,5.2,False,Stach,2.8,False,,a,11,2,31,373650,7908,79453,1305,1.0,6.2,Stach,80.0,2025-07-22,1998-11-15,False,p466525,540,1,2,2,9,0,0,0,1,0,0,3,106,111.6,167.1,59.0,33.8,17,21,12,50,6,0.61,0.56,1.17,7.48,46,16,7,7,62,37,14,9,1.0,,4.0,,,,0.1,0.0,0.09,0.19,1.25,1.5,280,171,23,10,38,12,106,39,1.0,0.33,8.33
True,True,0.0,0.0,201595,0,0,0,0,0,1,0.0,0.0,0,Lucas Estella,1.5,665,False,Thigh injury - Expected back 18 Oct,2025-09-11T17:30:07.176029Z,45,201595.jpg,4.0,False,Perri,0.3,False,,i,11,2,12,14978,10,27376,223,0.3,2.7,Perri,30.0,2025-07-26,1997-12-10,False,p201595,270,0,0,2,5,0,0,0,0,0,3,0,36,29.2,0.0,0.0,2.9,3,20,0,0,3,0.00,0.00,0.00,3.89,251,23,574,70,547,64,343,23,,,,,,,0.0,1.0,0.0,0.0,1.3,1.67,408,25,209,19,79,7,315,47,1.0,0.67,0.0
True,True,100.0,100.0,177815,0,0,0,0,1,4,3.5,3.5,2,Dominic,4.0,691,False,,2025-08-22T12:30:07.420235Z,55,177815.jpg,4.0,False,Calvert-Lewin,0.8,False,,a,11,2,16,105099,2271,24994,835,0.7,2.9,Calvert-Lewin,241.0,2025-08-15,1997-03-16,False,p177815,268,1,1,1,2,0,0,0,0,0,0,2,52,41.8,32.2,60.0,13.5,2,6,2,10,3,0.94,0.11,1.05,2.59,199,18,148,13,60,18,138,17,,,,,,,0.32,0.0,0.04,0.36,0.87,0.67,143,34,55,8,89,10,197,33,1.01,0.34,3.36
True,True,100.0,100.0,435997,0,0,0,0,0,3,2.5,2.5,2,Noah,3.0,698,False,,2025-08-28T17:00:08.222534Z,55,435997.jpg,3.2,False,Okafor,0.1,False,,a,11,2,13,9762,243,2911,90,0.5,2.4,Okafor,207.0,2025-08-21,2000-05-24,False,p435997,226,1,0,1,3,0,0,0,1,0,0,1,44,47.4,20.4,40.0,10.8,4,15,5,24,3,0.38,0.31,0.69,2.73,173,69,207,131,103,63,173,89,,,,,,,0.15,0.0,0.12,0.27,1.09,1.19,152,95,94,39,136,58,518,183,1.19,0.4,9.56
True,True,,,220627,0,0,0,0,0,2,0.0,0.0,0,James,0.5,706,False,,,40,220627.jpg,1.0,False,Justin,0.2,False,,a,11,2,2,25141,103,8835,130,0.1,0.5,Justin,241.0,2025-08-25,1998-02-23,False,p220627,17,0,0,0,0,0,0,0,0,0,0,0,7,4.0,0.0,0.0,0.4,2,0,0,2,0,0.00,0.00,0.00,0.31,369,136,435,171,397,154,392,138,,,,,,,0.0,0.0,0.0,0.0,1.64,0.0,634,168,310,105,325,112,335,120,0.0,0.0,10.59
True,True,,,600882,0,0,0,0,0,4,-0.5,-0.5,0,Harry,0.0,741,False,,,45,600882.jpg,0.0,False,Gray,0.1,False,,a,11,2,0,6769,382,1045,93,0.0,0.0,Gray,241.0,2025-04-20,2008-10-08,False,p600882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,639,65,633,65,607,62,640,65,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,490,66,629,62,649,66,560,73,0.0,0.0,0.0
True,True,,,116535,0,0,0,0,1,1,5.0,5.5,2,Alisson,4.5,366,False,,,55,116535.jpg,3.3,False,Becker,10.6,False,,a,12,14,20,264897,1878,427253,4020,0.8,3.6,A.Becker,30.0,2018-07-19,1992-10-02,False,p116535,540,0,0,2,7,0,0,0,0,0,9,2,95,60.6,0.1,0.0,6.1,12,51,0,0,6,0.00,0.01,0.01,6.40,136,17,379,7,713,84,269,17,,,,,,,0.0,1.5,0.0,0.0,1.07,1.17,138,4,37,3,126,13,42,7,1.0,0.33,0.0
True,True,,,449027,0,0,-2,2,0,1,0.5,1.0,0,Giorgi,0.0,367,False,,,43,449027.jpg,0.0,False,Mamardashvili,0.3,False,,a,12,14,0,5525,83,27149,184,0.0,0.0,Mamardashvili,79.0,2024-08-27,2000-09-29,False,p449027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,518,74,502,58,467,51,520,74,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,603,38,501,73,527,74,292,41,0.0,0.0,0.0
True,True,,,586268,0,0,-1,1,0,1,0.5,1.0,0,Ármin,0.0,368,False,,,39,586268.jpg,0.0,False,Pécsi,0.3,False,,a,12,14,0,30922,493,7326,179,0.0,0.0,Pécsi,98.0,2025-06-07,2005-02-24,False,p586268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,427,29,405,10,365,3,429,29,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,735,86,406,28,437,29,299,43,0.0,0.0,0.0
True,True,,,155503,0,0,-1,1,0,1,0.5,1.0,0,Freddie,0.0,369,False,,,39,155503.jpg,0.0,False,Woodman,0.1,False,,a,12,14,0,3264,423,3761,39,0.0,0.0,Woodman,241.0,2025-07-01,1997-03-04,False,p155503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,405,27,383,8,343,1,407,27,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,713,84,384,26,415,27,470,75,0.0,0.0,0.0
True,True,100.0,100.0,216094,0,0,-1,1,0,2,1.7,2.2,1,Jeremie,1.2,370,False,,2025-08-21T13:57:30.994073Z,59,216094.jpg,2.0,False,Frimpong,8.2,False,,a,12,14,6,160350,1168,2502306,6291,0.2,1.0,Frimpong,152.0,2025-06-01,2000-12-10,False,p216094,78,0,1,0,1,0,0,0,0,0,0,0,20,8.4,1.9,21.0,3.2,4,4,2,6,1,0.09,0.03,0.12,1.57,338,128,343,123,189,44,334,119,,,,,,,0.1,0.0,0.03,0.13,1.81,1.15,103,5,240,88,250,90,49,17,1.15,0.0,6.92
True,True,,,544877,0,0,-1,1,0,2,3.3,3.8,1,Milos,2.8,371,False,,,59,544877.jpg,2.0,False,Kerkez,4.9,False,,a,12,14,12,198471,674,427132,3549,0.5,2.0,Kerkez,98.0,2025-06-26,2003-11-07,False,p544877,456,0,0,1,5,0,0,0,2,0,0,0,57,72.2,38.5,12.0,12.4,28,19,9,37,6,0.10,0.10,0.20,5.50,117,53,125,31,239,72,153,52,,,,,,,0.02,0.0,0.02,0.04,1.09,0.99,110,7,113,45,251,91,71,28,1.18,0.2,7.3
True,True,,,122798,0,0,-2,2,0,2,0.7,1.2,0,Andrew,0.2,372,False,,,58,122798.jpg,0.5,False,Robertson,1.0,False,,a,12,14,1,16063,105,74317,483,0.0,0.2,Robertson,243.0,2017-07-21,1994-03-11,False,p122798,82,0,0,0,2,0,0,0,0,0,0,0,17,30.0,72.1,25.0,12.8,2,2,0,2,0,0.10,0.41,0.51,0.90,248,93,63,13,167,41,149,51,4.0,,,,,,0.11,0.0,0.45,0.56,0.99,2.2,114,8,376,130,411,141,183,67,0.0,0.0,2.2
True,True,,,97032,0,0,1,-1,0,2,5.5,6.0,0,Virgil,5.0,373,False,,,61,97032.jpg,4.3,False,van Dijk,29.7,False,,a,12,14,26,1169666,7199,692693,13589,0.8,4.3,Virgil,152.0,2018-01-01,1991-07-08,False,p97032,540,0,0,2,7,0,0,0,1,0,0,4,98,166.6,22.4,29.0,21.8,65,13,3,68,6,0.18,0.12,0.30,6.40,6,2,193,53,149,29,55,10,,,3.0,,,,0.03,0.0,0.02,0.05,1.07,1.17,83,2,28,13,68,32,9,2,1.0,0.33,11.33
True,True,,,204716,0,0,0,0,0,2,6.0,6.5,3,Ibrahima,5.5,374,False,,,55,204716.jpg,3.8,False,Konaté,3.5,False,,a,12,14,23,184638,2230,169104,1862,1.0,4.2,Konaté,73.0,2021-07-01,1999-05-25,False,p204716,507,0,0,2,6,0,0,0,2,0,0,3,86,99.0,29.8,14.0,14.3,40,16,9,49,6,0.65,0.10,0.75,5.55,66,29,159,38,229,66,122,39,,,,,,,0.12,0.0,0.02,0.14,0.99,1.07,146,18,16,9,99,43,95,37,1.07,0.36,8.7
